text,author,time,text_clean
Biadab orang nunggu haji sampai tua uzur umurnya Mlah di jual quota nya harus hukum mati.. Yaqut,@slametriyadi6318,3 bulan yang lalu (diedit),biadab orang nunggu haji sampai tua uzur umurnya mlah di jual quota nya harus hukum mati yaqut
"Korupsi kuota haji hrs di hukum mati ,,,,",@Sunhaji-eo5ss,3 bulan yang lalu,korupsi kuota haji hrs di hukum mati 
Korupsinya itu dia ngambil uang negara atau hanya merugikan negara ?,@Jajanpasar02,3 bulan yang lalu,korupsinya itu dia ngambil uang negara atau hanya merugikan negara 
Yg namanya maling biarpun menag ya tetap maling.,@matickisaran4148,3 bulan yang lalu,yg namanya maling biarpun menag ya tetap maling
Lambat ...hayoo kpk...,@karsidi2577,3 bulan yang lalu,lambat hayoo kpk
Dan salafi yg di fitnah mereka... seharusnya ulama2 seperti mereka yg harus di sebut wahabi😂,@AntoMajid77,3 bulan yang lalu,dan salafi yg di fitnah mereka seharusnya ulama seperti mereka yg harus di sebut wahabi
Musang berbulu domba inilah si yakut.😢😢😢,@TfinPutra,3 bulan yang lalu,musang berbulu domba inilah si yakut
Ya Alloh seorang menteri Agama korupsi,@mumus9147,3 bulan yang lalu,ya alloh seorang menteri agama korupsi
"Kenapa negara muslim tidak Islami....
Karena law nya tempe
Polandia minus korupsi sangat islami sebab
Lawnya ketat❤",@abduljalil3d67,3 bulan yang lalu,"kenapa negara muslim tidak islami
karena law nya tempe
polandia minus korupsi sangat islami sebab
lawnya ketat"
BUZZER NGGAK NGATAIN MUNAFIK & JUALAN AGAMA?,@mpye-1,3 bulan yang lalu,buzzer nggak ngatain munafik  jualan agama
Hukum mati,@burhanuddin8770,3 bulan yang lalu,hukum mati
"Penistaan terhadap NU. NKRI harga mati dinodai oleh PETINGGI banom NU
OKNUM? oknum kok petinggi",@megaPuspita-h5d,3 bulan yang lalu,"penistaan terhadap nu nkri harga mati dinodai oleh petinggi banom nu
oknum oknum kok petinggi"
"ndak cocok dipanggil gus.... ada yang tau, cocoknya dipanggil apa ?",@ariefrahmad6823,3 bulan yang lalu,ndak cocok dipanggil gus ada yang tau cocoknya dipanggil apa 
Di era yakut yng speaker azan dimasalahin smoga org ini di susahkan hidup nya,@nasrulaja7473,3 bulan yang lalu,di era yakut yng speaker azan dimasalahin smoga org ini di susahkan hidup nya
Miskinkan dan Pidana yang Berat untuk efek Jera buat koruptor yang lain seperti RK 😂😂😂,@Cornel369,3 bulan yang lalu,miskinkan dan pidana yang berat untuk efek jera buat koruptor yang lain seperti rk 
YANG TERIAK PALING TOLERAN TERNYATA MALING 😂😂😂,@aryawidura4320,3 bulan yang lalu (diedit),yang teriak paling toleran ternyata maling 
"YAQUT KEBANGGAAN BANSER & NU, SI PALING NKRI TERNYATA KORUPTOR.

HUKUM PANCUNG SI YAQUT KORUPTOR JAHANAM.",@Tujuh_Enam,3 bulan yang lalu,"yaqut kebanggaan banser  nu si paling nkri ternyata koruptor

hukum pancung si yaqut koruptor jahanam"
"Muka si yakul mirip garong, dableg, rampok",@vivobogor9459,3 bulan yang lalu,muka si yakul mirip garong dableg rampok
"Turut prihatin atas peristiwa tersebut..
😮😢",@Masboy0606,3 bulan yang lalu,"turut prihatin atas peristiwa tersebut
"
Dipakani negara malah korupsi. Kalo mau korupsi ke neraka aja sana!,@asokomedia,3 bulan yang lalu,dipakani negara malah korupsi kalo mau korupsi ke neraka aja sana
Keparat.. Kuota haji Suci Di maling juga.. Gak peduli gus.. Gebukin saja..,@Mirza_123,3 bulan yang lalu,keparat kuota haji suci di maling juga gak peduli gus gebukin saja
"😊😊😊😂😂❤❤❤❤
* YAAA... YAA...YA.
* ADA TITIK TERANG KASUS KUOTA HAJI...
* TAPI HANYA SATU TITIK SAJA..
* BERARTI SUDAH SELESAI, TIDAK DIPROSES LANJUT..  !!!

WKWKWKKK...😂😂😂",@212jakarta-yy6lq,3 bulan yang lalu,"
 yaaa yaaya
 ada titik terang kasus kuota haji
 tapi hanya satu titik saja
 berarti sudah selesai tidak diproses lanjut  

wkwkwkkk"
Rumahnya di Sita atoa di Jual Uangnya bagikan ke para Calon haji yg Ribuan.yg gagal berangkat. Koruoptornya.dihukum seberatnya.arak dulu keliling indonesia.Kakinya di Rante.biar Malu..😊,@asepnugraha8085,3 bulan yang lalu,rumahnya di sita atoa di jual uangnya bagikan ke para calon haji yg ribuanyg gagal berangkat koruoptornyadihukum seberatnyaarak dulu keliling indonesiakakinya di rantebiar malu
Mana nih pendukung Newcastle United,@niev6912,3 bulan yang lalu,mana nih pendukung newcastle united
Gini gelar Gus klakuan maling,@fanyafifatul9310,3 bulan yang lalu,gini gelar gus klakuan maling
"SIAP SIAP DI SIKSA DI DALAM KUBUR , ALGOJO UDAH MENUNGGU ....",@HermawanHermawan-g3h,3 bulan yang lalu,siap siap di siksa di dalam kubur  algojo udah menunggu 
"Memalukan...... 
mencoreng nama NKRI, 
Penduduk mayoritas muslim terbanyak,  di dunia... 
Dana haji pun,  di grogoti",@solahnasution3382,3 bulan yang lalu,"memalukan 
mencoreng nama nkri 
penduduk mayoritas muslim terbanyak  di dunia 
dana haji pun  di grogoti"
Saya setuju orang ini dihukum mati.,@NyaiRatnasuminar,3 bulan yang lalu,saya setuju orang ini dihukum mati
Jgn hanya mentri yg jdi tersangka.telusuri aliran dana haji ke mana..krn mentri pasti jlni perintah arasan..,@mariodanel2225,3 bulan yang lalu,jgn hanya mentri yg jdi tersangkatelusuri aliran dana haji ke manakrn mentri pasti jlni perintah arasan
Agus yakul...munafikun kamu..😂,@titikrasyidahtitik2783,3 bulan yang lalu,agus yakulmunafikun kamu
Ahmad dani girang banget ni..,@imamwahyudi5406,3 bulan yang lalu,ahmad dani girang banget ni
Byk yg gagal naik haji gara ku bul..udud bul😂😂,@Last1292-w9n,3 bulan yang lalu,byk yg gagal naik haji gara ku buludud bul
Bul bul gembool 😂,@Last1292-w9n,3 bulan yang lalu,bul bul gembool 
Licin seperti belut rupanya tidak,@Lalu-i2d9d,3 bulan yang lalu,licin seperti belut rupanya tidak
Pak Prabowo mau bersihkan sampah negara....,@RealmeC71-w5u,3 bulan yang lalu,pak prabowo mau bersihkan sampah negara
"Alhamdulillah, bahagia aku mendengarnya",@nasrullah1088,3 bulan yang lalu,alhamdulillah bahagia aku mendengarnya
Minum yaqult,@atambae1132,3 bulan yang lalu,minum yaqult
"Maling diatas Maling,mudah2 di jerat hukuman mati atau hukuman seumur hidup,,,,Amiiiiiiiiiiiiiiiiiin!!!",@Lnaba6046,3 bulan yang lalu (diedit),maling diatas malingmudah di jerat hukuman mati atau hukuman seumur hidupamiiiiiiiiiiiiiiiiiin
"SANGAT DISAYANGKAN , YANG SEBETULNYA UNTUK CONTOH UMAT BERAGAMA KHUSUSNYA UMAT ISLAM , MALAH MELAKUKAN KORUPSI YG JUMLAHNYA CUKUP BESAR SEHINGGA MERUGIKAN NEGARA
*) UNTUK SETINGKAT MENTERI , TIDAK MELAKUKAN KORUPSI , SEBETULNYA KEHIDUPANYA SUDAH SENANG , YANG MANA FASILITAS  SUDAH  LENGKAP , ADA RUMAH / KENDARAAN DINAS & KESEJAHTERAAN LAINYA
*) SAYA PENSIUNAN KEMENAG DAN TUGASNYA DI KALBAR
*) BERANGKAT DARI GOL II/A , GAJINYA DIBAGI BAGI KEPERLUAN ANTARA LAIN : UNTUK KONTRAK RUMAH , DLL 
*) GAJINYA WAKTU ITU SEKITAR RP 24.000,- ( CPNSNYA ) 
*) PADAHAL TUGASNYA DULU DI KAB.KAPUAS HULU - PUTUSSIBAU ,  TEMPAT KELAHIRANYA PAK AKIL MUKHTAR  YG PERNAH  MENJADI KETUA MK DAN TERLIBAT KORUPSI",@Sidik11-i9y,3 bulan yang lalu,"sangat disayangkan  yang sebetulnya untuk contoh umat beragama khususnya umat islam  malah melakukan korupsi yg jumlahnya cukup besar sehingga merugikan negara
 untuk setingkat menteri  tidak melakukan korupsi  sebetulnya kehidupanya sudah senang  yang mana fasilitas  sudah  lengkap  ada rumah  kendaraan dinas  kesejahteraan lainya
 saya pensiunan kemenag dan tugasnya di kalbar
 berangkat dari gol iia  gajinya dibagi bagi keperluan antara lain  untuk kontrak rumah  dll 
 gajinya waktu itu sekitar rp   cpnsnya  
 padahal tugasnya dulu di kabkapuas hulu  putussibau   tempat kelahiranya pak akil mukhtar  yg pernah  menjadi ketua mk dan terlibat korupsi"
"Setau sy KPK di bntuk ...bukan untuk jdi Alat penguasa .....untuk memberantas korupsi siapun yg terlibat ...tpi sy liat sekrng ini ...KPK jdi alat penguasa ......sy sangat prihatin dgn kinerja ...kpk   yg seharus nya ...inkamben 
Sekrng tdk inkamben ....",@ahmadharris752,3 bulan yang lalu,"setau sy kpk di bntuk bukan untuk jdi alat penguasa untuk memberantas korupsi siapun yg terlibat tpi sy liat sekrng ini kpk jdi alat penguasa sy sangat prihatin dgn kinerja kpk   yg seharus nya inkamben 
sekrng tdk inkamben "
Alhamdulillah orang arogan yg  sok NKRI akhir nya msk bui 😂😂😂 smg pejabat2 yg korupsi  bs di bui jg  Aamiin,@bambangpurwanto7906,3 bulan yang lalu,alhamdulillah orang arogan yg  sok nkri akhir nya msk bui  smg pejabat yg korupsi  bs di bui jg  aamiin
"semua org klo belum jadi pejabat ya baik, lurus, santun
klo udah jd lupa jln😂",@cunda-w4o,3 bulan yang lalu,"semua org klo belum jadi pejabat ya baik lurus santun
klo udah jd lupa jln"
Peci doank nempel ya 😂,@SlayerGodOfDeath,3 bulan yang lalu,peci doank nempel ya 
"Gomballll......menteri agama kok nilep duit rakyat....yang begini ditunjuk jadi menteri, hanya karena jadi team sukses",@chairaniverani4101,3 bulan yang lalu,gomballllmenteri agama kok nilep duit rakyatyang begini ditunjuk jadi menteri hanya karena jadi team sukses
"keknya waktu itu pernah deh , tapi malah di bebasin waktu November atau Desember ya ?",@SlayerGodOfDeath,3 bulan yang lalu,keknya waktu itu pernah deh  tapi malah di bebasin waktu november atau desember ya 
ini yang katanya NU sejati yaah,@aqilla-s9k,3 bulan yang lalu,ini yang katanya nu sejati yaah
Sy setuju para koruptor diganjar hukuman mati..,@heruprasetyo1936,3 bulan yang lalu,sy setuju para koruptor diganjar hukuman mati
Di Jawa gelar sama gelar habib sedang bersaing sama2 mencari keutungan dari para umat Islam yg ilmu nya rendah gampang dibohongi,@NikenSukma-y7c,3 bulan yang lalu,di jawa gelar sama gelar habib sedang bersaing sama mencari keutungan dari para umat islam yg ilmu nya rendah gampang dibohongi
Ini lah yang di nama kn gus2an itu,@ilhamasikin7980,3 bulan yang lalu,ini lah yang di nama kn gusan itu
Semoga busuk di penjara,@SyaharUddin-x8o,3 bulan yang lalu,semoga busuk di penjara
akibat politik balas budi,@begeapparel9409,3 bulan yang lalu,akibat politik balas budi
Ternak mul akan ditangkap semua.,@sukamtotartila1514,3 bulan yang lalu,ternak mul akan ditangkap semua
Korupsi harus di eksekusi Mati tanpa pandang bulu.,@RedmiPkl-w4u,3 bulan yang lalu,korupsi harus di eksekusi mati tanpa pandang bulu
"Kalau sudah di penjara dan terbukti, apakah layak di panggil Gus ?",@MuhammadRidwan-ic3zr,3 bulan yang lalu,kalau sudah di penjara dan terbukti apakah layak di panggil gus 
"untuk pemerintah kita di Indo, tolong lah hukumannya di pertegas dan yang korupsi di miskin semiskin miskin banget
ini kuota haji aja dikorupsi loh",@SV_dwaaah,3 bulan yang lalu,"untuk pemerintah kita di indo tolong lah hukumannya di pertegas dan yang korupsi di miskin semiskin miskin banget
ini kuota haji aja dikorupsi loh"
"MANUSIA PALING NKRI,ANTI FPI & HTI,PALING KERAS TERIAK RADIKAL..TERNYATA...MALING...!!!!",@keyla.k__,3 bulan yang lalu,manusia paling nkrianti fpi  htipaling keras teriak radikalternyatamaling
"Menteri ngaku paling NKRI tp ternyata dengan harga korupsi. .
Pejabat di negara ini jangan di percaya kalu teriak paling NKRI. .",@iwanridwan5513,3 bulan yang lalu,"menteri ngaku paling nkri tp ternyata dengan harga korupsi 
pejabat di negara ini jangan di percaya kalu teriak paling nkri "
"Bukan kelasnya jadi Mentri dijadikan Mentri agama.
Yg cocok jadi bandar judol x ya 😵‍💫🤣🤣🖕",@ekomurbianto9428,3 bulan yang lalu,"bukan kelasnya jadi mentri dijadikan mentri agama
yg cocok jadi bandar judol x ya "
Nu mna nih nu?,@salmanalfarisi6849,3 bulan yang lalu,nu mna nih nu
"Udah lah k p k jgn malu malu, uda lepas kan aja lah kasus kayak goti kok bertele tele yakulkul kan termul.",@fatimahfsaai2025,3 bulan yang lalu,udah lah k p k jgn malu malu uda lepas kan aja lah kasus kayak goti kok bertele tele yakulkul kan termul
Memalukan orang NU saja..,@mohammadRidwan-w3y,3 bulan yang lalu,memalukan orang nu saja
Duga an... Doang..,@BasukiKenanga,3 bulan yang lalu,duga an doang
N k r i..harga mati..yg korupsi hukum matiiii...,@ahmadsuwito4087,3 bulan yang lalu,n k r iharga matiyg korupsi hukum matiiii
"APAKAH POLITIK BALAS BUDI ITU ADA?
JIKA BENAR ADA POLITIK BALAS BUDI,SUDAH PASTI YANG TIDAK BERKOMPETEN DI BIDANGNYA TIDAK MENJADI SOAL.",@DikiKusnadi-bc1kh,3 bulan yang lalu,"apakah politik balas budi itu ada
jika benar ada politik balas budisudah pasti yang tidak berkompeten di bidangnya tidak menjadi soal"
Gus Bukan Identitas org Muslim,@Om-Om2941,3 bulan yang lalu,gus bukan identitas org muslim
"narasi nya yg dirugikan negara, padahal naik haji rakyat yg bayar",@AgusMuchalis,3 bulan yang lalu,narasi nya yg dirugikan negara padahal naik haji rakyat yg bayar
Mari kita GEBUK rame2 Badut Ini,@yudiandra8821,3 bulan yang lalu,mari kita gebuk rame badut ini
Gebukin aja tuman,@jexjangkrik7310,3 bulan yang lalu,gebukin aja tuman
Tega2nya ambil hak calon haji yg sdh menunggu lama dan menyicil sedikit demi sedikit😢😢😢😢,@ashari4021,3 bulan yang lalu,teganya ambil hak calon haji yg sdh menunggu lama dan menyicil sedikit demi sedikit
katanya anak kiai ra jujur poye jadi gorong maling rampok uang rakyat,@rubanna-qn9ie,3 bulan yang lalu,katanya anak kiai ra jujur poye jadi gorong maling rampok uang rakyat
Mengerti dasar agama  tapi  nggak dipakai ilmunya  .Ibadah haji lagi yang dikorop,@sridwihartati8063,3 bulan yang lalu,mengerti dasar agama  tapi  nggak dipakai ilmunya  ibadah haji lagi yang dikorop
"Bikin kecewa, padhl gelarnya Gus keturunan kiyai atau ulama",@mashanoro6517,3 bulan yang lalu,bikin kecewa padhl gelarnya gus keturunan kiyai atau ulama
"Yaqut harus dihukum mati, ini yang menggagalkan saya untuk pergi naik Haji, thn 2021  ,2022, dan 2023. Jatah saya di jual oleh Yaqut.",@hanafithamrin9014,3 bulan yang lalu,yaqut harus dihukum mati ini yang menggagalkan saya untuk pergi naik haji thn    dan  jatah saya di jual oleh yaqut
"Yg paling nkri, yg paling agamis, paling nu ternyata cuma maling njirr",@suksmawanhendrawijaya3436,3 bulan yang lalu,yg paling nkri yg paling agamis paling nu ternyata cuma maling njirr
"Jangankan uang haji, uang Alquran aja di korop. Dimana moral bangsa kita ini, tokoh nya kok begitu.",@SudriSudri-q4d,3 bulan yang lalu,jangankan uang haji uang alquran aja di korop dimana moral bangsa kita ini tokoh nya kok begitu
Malu2in,@mashanoro6517,3 bulan yang lalu,maluin
Andai koruptor yang nyikat duwit milyaran dihukum mati.... Pejabat pasti berpikir duakali untuk korupsi.😢,@yogayogi4720,3 bulan yang lalu,andai koruptor yang nyikat duwit milyaran dihukum mati pejabat pasti berpikir duakali untuk korupsi
Malingnya nyentrik ya luuuuurr sangat profesional,@AyamBakar-m1m,3 bulan yang lalu,malingnya nyentrik ya luuuuurr sangat profesional
Memang era jokowi yg akan ikut haji juga pernah dipakai buat infrastruktur  yaitu dana abadi haji,@usririzal,3 bulan yang lalu,memang era jokowi yg akan ikut haji juga pernah dipakai buat infrastruktur  yaitu dana abadi haji
"Manusia paling munafik, teriak2 NKRI harga mati, setelah korupsi, dana haji pula, maka layak dihukum mati. Urusan haji, urusan agama, masih sj dikorupsi. Lacak siapa saja yg menikmati dana paling haram ini.",@jonibrahmanto1093,3 bulan yang lalu (diedit),manusia paling munafik teriak nkri harga mati setelah korupsi dana haji pula maka layak dihukum mati urusan haji urusan agama masih sj dikorupsi lacak siapa saja yg menikmati dana paling haram ini
Mana pemuda nu ko nga demo tokoh kropsi giliran panji aja singgung gibran demo parah pemuda nu bisa nya melindungi nu yg kropsi,@iyan2768,3 bulan yang lalu,mana pemuda nu ko nga demo tokoh kropsi giliran panji aja singgung gibran demo parah pemuda nu bisa nya melindungi nu yg kropsi
Sekelas mentri agama  😂😂😂,@AsepRoniRamdani,3 bulan yang lalu,sekelas mentri agama  
Koq gak didemo ya yang ngaku pemuda NU yang demo panji ??,@eristian5061,3 bulan yang lalu,koq gak didemo ya yang ngaku pemuda nu yang demo panji 
kwalat habib rizik,@sajiblogam1362,3 bulan yang lalu,kwalat habib rizik
Si bagong,@wildannajrudinalmagpur1298,3 bulan yang lalu,si bagong
Yakut neraka jahanam lah buat kamu kalau kamu tidak tobat dan kembalikan dana haji itu,@usririzal,3 bulan yang lalu,yakut neraka jahanam lah buat kamu kalau kamu tidak tobat dan kembalikan dana haji itu
7 turunan di kutuk msyarakat bkan hanya kuota haji saya. Yakin uang masjid jga di korupsi😂😂😂,@HarieSubekti,3 bulan yang lalu, turunan di kutuk msyarakat bkan hanya kuota haji saya yakin uang masjid jga di korupsi
Duhhh parhhh ky ginii ko bisaa jdi mentri agaama,@IoangPrasetia,3 bulan yang lalu,duhhh parhhh ky ginii ko bisaa jdi mentri agaama
Asli jahat ni orng. Ga mikir gmn perjuangan orng utk hajian,@andykusuma1979,3 bulan yang lalu,asli jahat ni orng ga mikir gmn perjuangan orng utk hajian
YAKULT YAKULT KENAPA KM GARONG JUGA DUIT HAJI SIH...,@udinsedunia840,3 bulan yang lalu,yakult yakult kenapa km garong juga duit haji sih
ada ada aja kelakuan si Yakult,@masbimyudh21,3 bulan yang lalu,ada ada aja kelakuan si yakult
"Biasanya ada demo pembubaran pengajian, kapan ada demo pembubaran kpķ",@VitalitasKeluargaSehat,3 bulan yang lalu,biasanya ada demo pembubaran pengajian kapan ada demo pembubaran kp
"Hukuman api dan, raja kalajengking, di neraka",@AlyaOlim-25525,3 bulan yang lalu,hukuman api dan raja kalajengking di neraka
"Kk aku daftar 2O13 keburu.  meninggal,2O25,untuk kk ku semoga husnul khotimah aamiin,",@mardiah8473,3 bulan yang lalu,kk aku daftar o keburu  meninggalountuk kk ku semoga husnul khotimah aamiin
Rakyat sdh jenuh ...melihat politik dagelan,@ahmadharris752,3 bulan yang lalu,rakyat sdh jenuh melihat politik dagelan
"Dana haji diuntal,aspal diuntal,pasir diuntal, bansos diuntal wong koq gragas,,buas melebihi binatang",@YonoYono-q1w,3 bulan yang lalu,dana haji diuntalaspal diuntalpasir diuntal bansos diuntal wong koq gragasbuas melebihi binatang
"Menteri itu hanya menjalan tgas intruksi dr atasan .....tanpa ada intruksi ...menteri tdk akan mau menjalankan intruksi itu ....jgn hanya bawahan yg jdi kambing hitam ...
Klu hukum ini  ...tdk tumpul ....Rakyat indonesia ...tdk akan kelaparan ....",@ahmadharris752,3 bulan yang lalu,"menteri itu hanya menjalan tgas intruksi dr atasan tanpa ada intruksi menteri tdk akan mau menjalankan intruksi itu jgn hanya bawahan yg jdi kambing hitam 
klu hukum ini  tdk tumpul rakyat indonesia tdk akan kelaparan "
"akhirnya NKRI harga mati... rampas hasil korupsinya, hukum pancung",@dedenusep683,3 bulan yang lalu,akhirnya nkri harga mati rampas hasil korupsinya hukum pancung
"Sangat memalukan dan memprihatinkan, eks menteri menteri agama kok bolak balik jadi tersangka korupsi..
 Sangat sangat memalukan ... apa dipikir  korupsi itu dianggap rejeki",@ismukaryanto5628,3 bulan yang lalu,"sangat memalukan dan memprihatinkan eks menteri menteri agama kok bolak balik jadi tersangka korupsi
 sangat sangat memalukan  apa dipikir  korupsi itu dianggap rejeki"
