text,author,time
"Manusia paling munafik, teriak2 NKRI harga mati, setelah korupsi, dana haji pula, maka layak dihukum mati. Urusan haji, urusan agama, masih sj dikorupsi. Lacak siapa saja yg menikmati dana paling haram ini.",@jonibrahmanto1093,3 bulan yang lalu (diedit)
Mana pemuda nu ko nga demo tokoh kropsi giliran panji aja singgung gibran demo parah pemuda nu bisa nya melindungi nu yg kropsi,@iyan2768,3 bulan yang lalu
Sekelas mentri agama  😂😂😂,@AsepRoniRamdani,3 bulan yang lalu
Koq gak didemo ya yang ngaku pemuda NU yang demo panji ??,@eristian5061,3 bulan yang lalu
kwalat habib rizik,@sajiblogam1362,3 bulan yang lalu
Si bagong,@wildannajrudinalmagpur1298,3 bulan yang lalu
Yakut neraka jahanam lah buat kamu kalau kamu tidak tobat dan kembalikan dana haji itu,@usririzal,3 bulan yang lalu
7 turunan di kutuk msyarakat bkan hanya kuota haji saya. Yakin uang masjid jga di korupsi😂😂😂,@HarieSubekti,3 bulan yang lalu
Duhhh parhhh ky ginii ko bisaa jdi mentri agaama,@IoangPrasetia,3 bulan yang lalu
Asli jahat ni orng. Ga mikir gmn perjuangan orng utk hajian,@andykusuma1979,3 bulan yang lalu
YAKULT YAKULT KENAPA KM GARONG JUGA DUIT HAJI SIH...,@udinsedunia840,3 bulan yang lalu
ada ada aja kelakuan si Yakult,@masbimyudh21,3 bulan yang lalu
"Biasanya ada demo pembubaran pengajian, kapan ada demo pembubaran kpķ",@VitalitasKeluargaSehat,3 bulan yang lalu
"Hukuman api dan, raja kalajengking, di neraka",@AlyaOlim-25525,3 bulan yang lalu
"Kk aku daftar 2O13 keburu.  meninggal,2O25,untuk kk ku semoga husnul khotimah aamiin,",@mardiah8473,3 bulan yang lalu
Rakyat sdh jenuh ...melihat politik dagelan,@ahmadharris752,3 bulan yang lalu
"Dana haji diuntal,aspal diuntal,pasir diuntal, bansos diuntal wong koq gragas,,buas melebihi binatang",@YonoYono-q1w,3 bulan yang lalu
"Menteri itu hanya menjalan tgas intruksi dr atasan .....tanpa ada intruksi ...menteri tdk akan mau menjalankan intruksi itu ....jgn hanya bawahan yg jdi kambing hitam ...
Klu hukum ini  ...tdk tumpul ....Rakyat indonesia ...tdk akan kelaparan ....",@ahmadharris752,3 bulan yang lalu
"akhirnya NKRI harga mati... rampas hasil korupsinya, hukum pancung",@dedenusep683,3 bulan yang lalu
"Sangat memalukan dan memprihatinkan, eks menteri menteri agama kok bolak balik jadi tersangka korupsi..
 Sangat sangat memalukan ... apa dipikir  korupsi itu dianggap rejeki",@ismukaryanto5628,3 bulan yang lalu
Hanya tersangka korupsi yg bebas jalan²,@bambooori2262,3 bulan yang lalu
Yakut anjnkkk,@gojekIndonesia-vm9iz,3 bulan yang lalu
TERLALUUU...HAK ORANG YG MAU IBADAH AJA DI KORUP.....SIAP2 NERAKA MENANTI MU,@teguhtakdir6204,3 bulan yang lalu
"Hukum tumpul di negeri ini  sy amati  
Hanya sebatas sampe menteri  yg di tersangkakan ....menteri itukan di pilih oleh presiden .....coba dong usut  klu kpk berani ....klu ga berani bubarkan aja itu kpk ....rakyat sdh muak ....   tegakkan hukum dong jgn pandang bulu ...siapapun yg terlibat  korupsi uang negara  ...tangkap ....",@ahmadharris752,3 bulan yang lalu
Bisa ngaji tau agama lebih dari yang lain tapi RAKUS...gus gus,@Bi.sul311,3 bulan yang lalu
"Mantra ""NKRI Harga Mati"" membawa Yakult ngembat uang negara 100 M. Ya... 100 M, itù yang baru ketahuan.... cihuuy.... aku bahagia.... aku bahagia... SETUJU? LIKE",@AnakLebakChannel,3 bulan yang lalu
YG NYURUH KORUPSI PASTI RAJA BOHONG .,@otihmaryati781,3 bulan yang lalu
Tangkap Pak semua yang ikut makan,@Bi.sul311,3 bulan yang lalu
"Oalah Yakult yakult.
Nggak nyangka urusan akherat kau permainkan...",@AsuAnjing-d4r,3 bulan yang lalu
Penetapan tersangka mantan menag ini ada kaitannya dengan pucuk pimpina. NU ?,@DediNuriadi,3 bulan yang lalu
"Ya semenjak periode Jokpret ini kuota haji di korupsi kelompok otak dajjal , semua jadi bloon karena pemimpinnya asal2an... Menterinya juga orang yang asal tunjuk dari Ormas penjaga hshatan dan penjaga gereja... Jd kwalitas IQ nya jongkok.... Tdk nyambung sana sekali.... Astaghfirullahalazim....",@ragiltiyosutiyono7971,3 bulan yang lalu
lolos dari kpk bisa jadi modal 2029 presiden,@djakar9630,3 bulan yang lalu
Hukum tembak,@zularfi4293,3 bulan yang lalu
Hajar terus koruptor hukum mati aja tuh,@rafifriri,3 bulan yang lalu
Terlambat KPK  cekal segera Mentri masukan ke penjara,@KikyRizkyMaulana,3 bulan yang lalu
Tangkap orang zalim,@zularfi4293,3 bulan yang lalu
Berantas sampai bersih para koruptor di  Undonesia. NKRI TERCINTA MAJU RAKTYAT SEJAHTERA.,@samuelgumulia7824,3 bulan yang lalu
Tetangganya kena tipu daya😂😂😂,@The-Kinger__fans,3 bulan yang lalu
ujung2 nya lepas.. sudah bisa di tebak,@cahsdgokil3409,3 bulan yang lalu
Mana nih pemuda anu kok diem aja ga ada pergerakan :),@Pman-696,3 bulan yang lalu
"Itu duit orang orang mau ibadah . 
Gw gak kebayang itu Nanti orang yg makan harta juga duit orang mau ibadah . mati nya bakal d'apain ya ..
Yg lebih  gw heran lgi .itu orang kan Paham bngt soal Agama . 
Gw orang susah . Gw jg pernah makan duit haram . 
Semakin gw makan duit haram . Semakin kurang juga merasa gak cukup .tetep masih kurang .
Alhamdulilah . Sekarang ini Rezeki yg sekarang ini datang nya Selalu Halal . Biar pun dapet nya kecil..tapi gw merasa cukup . 
"" Yaa Allah . Semoga Rezeki yg selalu sy dapat juga keluarga sy . Tetap d'jadikan Rezeki yg selalu Halal .agar Hamba tetap selalu BerSyukur kepadamu. Aminn !!",@AmarKhan-d7b,3 bulan yang lalu
ngerti agama tapi korup.,@KhalidJabar-c7q,3 bulan yang lalu
Miskin kah,@faridharjayadi4558,3 bulan yang lalu
jangan dong..klo ditangkap semua bubar itu ormas paling BESAR & Suci di NKRI,@keyla.k__,3 bulan yang lalu
Banser😂😂😂😂,@faridharjayadi4558,3 bulan yang lalu
Hukum mati oara korupto.r,@samuelgumulia7824,3 bulan yang lalu
Kok gak malu sama   sebutan Gus dan kopiahnya  adili dan jebloskan ke penjara ini orang tidak punya be las kasih pada orang yg balasan tahun ngatri untuk ibadah hukum seberat beratnya,@AripSapari,3 bulan yang lalu
gak ditangkap2 tu TONG BAJIL YAQUT,@peaky_sick,3 bulan yang lalu
Semoga terbuka semua kedok nya,@alexsubinto2678,3 bulan yang lalu
"Kakak adik sama saja, tdk punya harga diri
Laknatullah",@afrizalsp1366,3 bulan yang lalu
Sebetulnya yg sering bersalah itu yg ngaku aswaja/yg dituduh wahabi,@MuhammadIqbal-qe3dz,3 bulan yang lalu (diedit)
Jangan pernah menghina agama karena kamu akan mendapatkan balasan sehina hinanya🎉,@alpinNew-c4v,3 bulan yang lalu
Banser bisa ngamuk ni😂😂😂😂,@IdrisAlfarizi-w5b,3 bulan yang lalu
Where your boss right now gus...?,@sigitadi6893,3 bulan yang lalu
Sudah terang....aparatnya aja gak teges...🎉,@winarstore,3 bulan yang lalu
"Berangkat dari ketua ormas yang garang membela pdip dengan militan, trus naik jabatan jadi menag yang kontra.eee tak tahunya mengubah aturan supaya bisa di embat.",@RiyantoYansen,3 bulan yang lalu
"Saya heran sekian banyaknya korupsi tambah menjadi"" soalannya mengapa uud perampasan aset malah tdk ada tindak lanjutnya sedangkan uud yg lain bisa disahkan tdk makan masa yg lama,",@MarwanNordam,3 bulan yang lalu
Pemerintahan jokowi mang jos .anak buahnya penuh mafia dan korupsi,@Ardiansyah-e3g,3 bulan yang lalu
Pemuda NU dan Muhammadiyah cuman pengalihan isu mendemo pandji 😅😅😅,@Keylahjie,3 bulan yang lalu
😂😂😂 bukan korupsi cuma anggaran dialihkan ke rekening pribadi.....sesuai cita cita waktu jadi pejabat....😂😂😂 jadi jabatan aman ah.,@pengkhianat26,3 bulan yang lalu
"Premen di suruh jadi menteri, gila betul",@AmranYusuf-v6w,3 bulan yang lalu
Biasanya kalau menyangkut Islam kasusnya hilang,@mrsarno3465,3 bulan yang lalu
"MULUTMU saksi Akheratmu ,  Yakut ,  ingat ..!! Jabatanmu Kau peroleh bukan karena Kemampuanmu.",@rudynere4998,3 bulan yang lalu
Harusnya yg kayak gini ini yg paham agama yg jadi panutan klo korupsi ya harusnya di hukum mati .munafik,@dindayulianto1554,3 bulan yang lalu
Untuk rampas aset bisa pakai TTPU.,@nomormesra2374,3 bulan yang lalu
Pembesar seharusnya hukuman 10x lipat jk tdk dihukum mati,@AgusRahardjo-c6b1p,3 bulan yang lalu
Prosessnya lama kali. OMG.  Ciri khas +62,@luckybee1552,3 bulan yang lalu
Inilah jaman sudah.....,@NurZaelani-l4z,3 bulan yang lalu
"Jangan memandang orang yang BERAGAMA ISLAM kemudian tidak diadili, terus kapan diadili korupsi dana haji. Siapakah koruptornya  ? Kemana larinya Yakult  ?",@bambangedysuprasetyo734,3 bulan yang lalu
"Tuhan buka watak asli si NKRI harga mati,g ada yg bisa sembunyi dr kuasaNya",@victimovtalent,3 bulan yang lalu
"Ya Allah zaman apa ini orang yg bernama yaqut tahu agama koq kelakuannya menjijikkan.
Astaqfirullah hal adzim.. 😇😭",@rifairiz8974,3 bulan yang lalu
Jokowi???,@SandhyPratama-f2z,3 bulan yang lalu
"Dihukum yg lamaaa, sita harta2nya,,!!! biar mulut & hatinya yg tetap AROGAN pd sesama muslim lunturr !!!",@endangwijayanti5676,3 bulan yang lalu
MAHLUK TERHINA DINA YG PERNAH ADA😡😡😡,@fatkhanafid9742,3 bulan yang lalu
DPR    gimana ceritanya kabar UU sita harta koruptor dan hukuman mati koruptornya???????,@luckybee1552,3 bulan yang lalu
Hukum seumur hidupnya dan di miskin kan sampai tuju turun,@SuwArto-t7s8i,3 bulan yang lalu
NKRI harga mati!!!  sy jadi Mentri Kouta haji di korupsi hore...hore...hore...dah banyak ulama yg bilang bila jabatan di pegang oleh orang b...d...g adalah bahaya....ucapan para ulama g akan salah!!!,@AbilArsila,3 bulan yang lalu
Haram...haram...haram...siap Gus...halal ..halal..begini klau otak garong ...lupa dan khilaf klau ketangkep...semoga karma orang yg antri bertahun2 dan  gak JD berangkat...kok bisa punya otak kotor gak lihat Menag lagi memalukan ...alibih  salah kebijakan bisa aja berkelit 5:01,@djokolasmono4524,3 bulan yang lalu (diedit)
Wakakakkkkkk...seneng banget gw akhirnya jd tersangka juga itu orang.,@dadahkusnandar2505,3 bulan yang lalu
Merasa paling NKRI ternyata kurupsi.,@mochsahlan4562,3 bulan yang lalu
"Dr dl sd nyata bahari setor langsung berangkat ,kinidiendapkan sp bertahun tahun akhirnya kuotanya dipermainkands pecok😅",@kariasihasih1730,3 bulan yang lalu
"Harus di hukum seberat beratnya...
Manusia. Paling NKRI....
Manusia. Merasa paling bersih..",@AgusMunajid-v7f,3 bulan yang lalu
sebenernya udah terang dari dulu.. tp...,@chernpedd2182,3 bulan yang lalu
Biadab ini Mentri Agama si Yagub Uang Jemaah Hj jg masih aja di Korubsi.kasih Hukuman Mati to Yakub ini tusuri siapa saja yg Tetlibat ga mungkin si Yakub sendiri Jangan di Tutup tutupi sm.KPK.,@asepdores9847,3 bulan yang lalu
Aliran dananya kemana Saja itu ...??,@ekoarie1397,3 bulan yang lalu
"Akibat pelarangan adzan dibatasi 🤣🤣 ,,,gini nih...
Hikmah adzan 
Bukan hikmat haram duit...",@Bangdedi19,3 bulan yang lalu
"Banser NU 
NKRI harga Mati 
Koruptor dihukum Mati",@danangsakti681,3 bulan yang lalu
"Gak ada visi, misi menteri.",@uyofairplay4127,3 bulan yang lalu
Kasihan yg sdh menunggu naik haji yg sdh lama.,@ronihendra9915,3 bulan yang lalu
Ansor mana ansor😂😂😂,@RudiPurnama-e2r,3 bulan yang lalu
ya Allah mantan menteri agama loh,@drirandomvideos,3 bulan yang lalu
Seandai aku jd pejabat pasti aku koropsi.,@YulianaDewi-y5f,3 bulan yang lalu
Orga NU (isinya kelompok sufi dll) emng parah,@MohammadAlifDevanza,3 bulan yang lalu
"Anak buahnya ditangkap , tapi BPK buahnya .....nyantai aja ?",@pangkalankulontugu6278,3 bulan yang lalu
owalah ternyata maling,@beyondthesky5190,3 bulan yang lalu
"Mentri Agama Bgtu?
NaudzubillaahimDalliQ.......",@andriputradaerah1930,3 bulan yang lalu
"Panglima BANSER kah ini... 
😂😂 JADI GIMANA NIH, klw sudah begini",@Panggungsandiwara-p4x,3 bulan yang lalu
SEMOGA SI YAQUT DIHUKUM SEUMUR HIDUP!....😬,@HeroMail-i4b,3 bulan yang lalu
Ini bukan korupsi tapi infak,@IbuAstiin,3 bulan yang lalu
"Qut,,qut,qut",@JoyoKi-i9c,3 bulan yang lalu
"Yaqut teriak 2 NKRI harga mati dan menang adalah hadiyah untuk NU kata yaqut, PKI berpura pura bela NKRI padahal mau meruntuhkan Negara dan ber pura pura islam supaya dapat dukungan orang2 islam ,karena mayoritas islam, PKI benar benar licik,.
Sekarang kita panrau terus, keputusan Pengadilan masuk akal atau tidak, karena yg sdh sdh Pengadilan dan KPK nya di suap dan turut serta menikmatinya hasil uang Haram itu",@sugiriyanto-o9v,3 bulan yang lalu
"Yakult cinta NKRI korupsi dana haji 
YAQUT hajingan 🤣🙏",@johanikh6133,3 bulan yang lalu
"Ternyata ada penistaan agama ko gk pd ribut,diem,, bae",@JoyoKi-i9c,3 bulan yang lalu
Alhamdullilah....Allah mempelihatatkan kezdoliman...,@husnaalkhansasantosa8312,3 bulan yang lalu
Gus Maling,@aprisyaljatmiko1921,3 bulan yang lalu
Kalau aku jadi pejabat Mukin aku juga korupsi soal nya hukum di negara Konoha ini sangat lemah,@noveri2239,3 bulan yang lalu
الْمُنٰفِقِيْنَ يُخٰدِعُوْنَ اللّٰهَ وَهُوَ خَادِعُهُمْۚ وَاِذَا قَامُوْٓا اِلَى الصَّلٰوةِ قَامُوْا كُسَالٰىۙ يُرَاۤءُوْنَ النَّاسَ وَلَا يَذْكُرُوْنَ اللّٰهَ اِلَّا قَلِيْلًاۖ ۝١,@Ziziqiyud,3 bulan yang lalu
SEMOGA PANJANG UMUR 1000TAHUN Biar Bisa Menikmati Harta Duniawi Anda😮😮,@xcxnnnjf,3 bulan yang lalu
"Si yaqut mantan mentri agama jadi tersangka korupsi,tinggal giliran termul lainya luhut dan budi judol,smoga cepat tertangkap",@Aderesnadi,3 bulan yang lalu
mungkin gini x ya... Kemaren waktu beking nya berkuasa.. org ini merasa jagoan banget.. klo sekarang ud jadi org bingung😂😂😂.. kya b3kingnya😂😂😂,@idrishude3003,3 bulan yang lalu
Mentri agama sj korup bagai mana Indonesia bisa maju,@KetutGunawan-j3s,3 bulan yang lalu
"Uang korupsi sudah diamankan di rekening keluarga.. Klo dipanjara paling setahun sdh keluar, masih bisa menikmati uang hasil korupsi😂",@nartisalon71,3 bulan yang lalu
maling biadap,@saritilombok704,3 bulan yang lalu
Walaupun sudah terbukti bersalah tapi kok dia santai ya😢,@firmancobra6543,3 bulan yang lalu
Hukum mati terapkan bila mau Indonesia aman korupsi,@usra3323,3 bulan yang lalu
"KPK sangat terlambat "" MENTERSANGKAKAN SI YAQUT "" Padahal jelas dia Korupsi dgn kangkangi aturan formal dgn aturan dibuat sendiri. DASAR MALING TETAP MALING.!!! NKRI harga mati mamaknya. . . . ???",@syahrulbelpas3876,3 bulan yang lalu
Poton tanganya siapa yg kerupsi,@AgusSalim-s7y,3 bulan yang lalu
"Orang nya sehat pintar kaya, tapi tak berpikir, dunia yang dikejarnya. Akhirat diabaikan, karna hatinya sempit. Harta tak dibawa nantinya.",@SahidRamli,3 bulan yang lalu
"Jika objektif ,saya yakin jokowi terlibat dalam petualangan haram ini",@jumaligojek2776,3 bulan yang lalu
@Alhamdulillah.,@SituRahmat-g3e,3 bulan yang lalu
Itu nmnya Yaqut dajjal,@Rifkhy4_567,3 bulan yang lalu
"Ya Allah, Kuota Haji aja dikorupsi astaghfirullah....",@arfiarshar1608,3 bulan yang lalu
yg penting cuann masuk ya gus save 7 turunan 🎉🎉🎉,@sk21-b9i,3 bulan yang lalu
Ga ada bukti pun udah ke taraa bahwa dia itu maling 😅😅😅,@MilahMilah-p3x,3 bulan yang lalu
"Ban serepnya PD kemana, kok diam 😂😂😂",@Rifkhy4_567,3 bulan yang lalu
"Enak aja 1000tahun
Jangan lama2 10tahun ajah membusuk antara mati enggak hidup enggak,
Siksa duniawi dulu baru siksa kekal di akhirat!!",@Marsmellow-cl6nd,3 bulan yang lalu
GAnntung aja,@tatagarnita3742,3 bulan yang lalu
Yakin Jokowi dapat setoran uang korupsi dari Mantan Menang.,@mochamadyulianto-gc7vq,3 bulan yang lalu
"NDAK COCOK JADI MENTRI, COCOK JADI MALING NI ORANG.",@Bunda575,3 bulan yang lalu
Malu maluin hilang urat malunya,@MrPaahmad,3 bulan yang lalu
MALING UANG RAKYAT TOBAT NYA SULIT.... SEMOGA DIA DAPAT IMBALAN...HAYOOO SEKARANG MAU NGOMONG APA LAGI AYO.... NANGIS NANGIS DLM PENJARA.....MALAIKAT... MENUNGGU NYA SIAP HAJAR ENTE DIAKHIRAT,@IbrahimYahya-q1x,3 bulan yang lalu
"Ini fakta pemborosan apbn ...kuota haji umat islam ke medina mekkah...dibiayai oleh negara setiap tahun....lalu bgm dgn 4 agama ....apa yg negara berikan kpd umat kristen , hjndu budha.....setisp tahun......dana kuota haji ini khan politik uang belaka.......gampang dikorupsi.....setiap menteri agama dan menteri haji.....saku celananya prnuh uang haram.....dana haji...setia tahun....❤❤👍👍👍",@jonipatiri8030,3 bulan yang lalu
giliran kyk gini ga ada demo wkwkwk,@Jekimao,3 bulan yang lalu
Manisnya uang Korupsi menggoda orang2 yang dikira tebal imannya...ternyata....,@suprianto6675,3 bulan yang lalu
GUUUSSS... SUDAH  WAKTUNYA KITA GAAAAAAAASSSSSSS........ SI SOMBONG INI....,@JalalLudin-s8h,3 bulan yang lalu
Duit korupsinya kira-kira larinya kemana aja ya🤔,@maswowo007,3 bulan yang lalu
"Mentri  agama adalah  panutan  jadi,,,apa yg dilakukan  bisa ditiru (DI CONTOH)bagi &,&,&😊😊😊🤩🤩🤩🤩 buat  umat😂😂😂😂",@KhusnulKhotimah-nz8pi,3 bulan yang lalu
Penista agama yang sesungguhnya,@edysumaji5545,3 bulan yang lalu
Buku PPKN isinya basi semua,@PRO-K123,3 bulan yang lalu
"Sdh jgn lama2 penjarakan atau hukum mati yakut 
Habib dn fpi  hanya korban kriminalisasi di penjara fpi di bantai kasus km 50 
Alangkah indahnya klau para koruptor di hukum mat semuai setimpal dgn perbuatannya  koruptor Membunuh 180 juta  rakyat indonesia",@sutiyem0042,3 bulan yang lalu
"Waduh mulai dulu sdh terang kok gak segera di proses ., bahkan setelah jadi tersangka kok gak di tahan mau nunggu apa lagi..?",@yusufwinarno569,3 bulan yang lalu
"Gus maling ini sudah lama dia makan uang haram, tapi belum ditangkap tangkap juga",@Ghuroba99,3 bulan yang lalu
Malu maluin aja ngerti agama nyatanya maling maling maling,@syamsulhaedi3327,3 bulan yang lalu
"HUKUM RIMBA ; MALING MALING KECIL DIHAKIMI - MALING MALING BESAR DILINDUNGI

(MARJINAL)",@ketua_umum,3 bulan yang lalu
Sdh tersangka tpi.blm.ditahan..mungkin thanan.kota aja.ya,@darmansyahgani3849,3 bulan yang lalu
Inilah org yg paling hebat MENTERI AGAMA KORUPSI DANA HAJI 😂😂😂😂,@adoelaprilies0718,3 bulan yang lalu
salah satu faktor banyaknya koruptor karna yang ente bilang.giliran ada masalah komika yang singgung agama langsung koar koar dan juga melaporkan 😂.miris asli,@TaufikFD31,3 bulan yang lalu
" @TaufikFD31  kalo demo trans7, komika cpt nya bukan main dengan amarah yg membara wkwkwk, giliran korupsi haji,pesantren rubuh, pelecehan santri pada santuy2 aja kan kocak hahaha",@Jekimao,3 bulan yang lalu
Jokowi,@SandhyPratama-f2z,3 bulan yang lalu
Hukum pancung saja biar ada efek jera  ... Disaksikan anak isterinya,@aprizalaprizal2344,3 bulan yang lalu
Korupsi teruss dan terussssss,@yogisaputra-rn9qn,3 bulan yang lalu
GusDur bilang... Depag yg tdk ada AGAMAaaaaa. Makanja maliiiiing,@AncesMunir,3 bulan yang lalu
"Korupsi gk usah narasi TITIK TERANG, jelas ini tindakan GELAP yg harus di hukum berat 😂",@hendiseptoadi4342,3 bulan yang lalu
"Eksekusi lambat dan Sangsi lembek, lembut hukuman.
Dah jelas Rezimnyapun terlibat.",@abdulgofur2610,3 bulan yang lalu
Maling wajib di HUKUM MATI,@alisobur2733,3 bulan yang lalu
Yg teriak2 nkri harga mati kalo korupsi tembak mati..,@risferizal,3 bulan yang lalu
Kalo korup dak dihukum mati.dak ada kapoknya.contoh cina,@STAYWITH-zy6xr,3 bulan yang lalu
Kalo korup dak dihukum mati.dak ada kapoknya.contoh cina,@STAYWITH-zy6xr,3 bulan yang lalu
Warga Rembang kaget?  kok mau harta charam ya?,@SuraBaya-pi5hf,3 bulan yang lalu
Mana nih barisan Banser mak jeng jeng,@ediofficial568,3 bulan yang lalu
dari dulu juga sudah terang cepaaaaaaatt di tangkap penjarakan dan miskin kan semua keluarga nya beres gampang kan,@unangnugraha-v7g,3 bulan yang lalu
Telusuri sampai tingkat Kabupaten,@samsu2018,3 bulan yang lalu
Memalukan.dan tidak punya malu,@mutakimbumen9255,3 bulan yang lalu
🇮🇩Indonesia OPTIMIS..💪APAPUN PEKERJAANMU...DISITULAH  DERAJAT DAN KEHORMATAN-MU..SALAM MERAH PUTIH🙏🇮🇩,@yudialai325,3 bulan yang lalu (diedit)
Dah jijik dri dlu membusuk kau sampai akhir,@sewiasepasep2260,3 bulan yang lalu
laknatullah,@intanrsoleh,3 bulan yang lalu
"Alhamdulillah 2 Gus tersangka,  gus-gus
  ""DEN BAGUS """,@SuraBaya-pi5hf,3 bulan yang lalu
"Terserah saja,, sudah keseringan.. nggak heran",@Omsus.73,3 bulan yang lalu
Miskinkan..,@ruhiyatyayat826,3 bulan yang lalu
Setuju Sekali....!!!,@Bambang-zj8xd,3 bulan yang lalu
Weleh weleh....yang paling NKRI,@Dedyofficial123,3 bulan yang lalu
Nu mna nih nu?,@salmanalfarisi6849,3 bulan yang lalu
Ormas menghilang dari Lane,@UtiMaulanu,3 bulan yang lalu
